ArticleLabel,DiseaseLabel,ChemicalLabel
30559488,Autistic Disorder,myricitrin
18579107,Autistic Disorder,myricitrin
11814262,Autistic Disorder,myristicin
20375269,Autistic Disorder,myristicin
15205966,Autistic Disorder,myristicin
8964908,Autistic Disorder,myrrh resin
30559488,Autistic Disorder,myrrh resin
17509538,Autistic Disorder,myrrh resin
15205966,Autistic Disorder,myrsinoic acid B
15205966,Autistic Disorder,myrtenol
11814262,Autistic Disorder,myrtucommulone A
20375269,Autistic Disorder,myrtucommulone A
11814262,Autistic Disorder,myxothiazol
20375269,Autistic Disorder,myxothiazol
8964908,Autistic Disorder,myxothiazol
30559488,Autistic Disorder,myxothiazol
11814262,Autistic Disorder,"N'-(11H-indolo(3,2-c)quinolin-6-yl)-N,N-dimethylethane-1,2-diamine"
20375269,Autistic Disorder,"N'-(11H-indolo(3,2-c)quinolin-6-yl)-N,N-dimethylethane-1,2-diamine"
8964908,Autistic Disorder,"N'-(11H-indolo(3,2-c)quinolin-6-yl)-N,N-dimethylethane-1,2-diamine"
15046869,Autistic Disorder,"N-(1,2,3,4-tetrahydro-1-naphthyl)-4-nitroaniline"
8964908,Autistic Disorder,"N-(1,2,3,5,6,7-hexahydro-S-indacen-4-ylcarbamoyl)-4-(2-hydroxy-2-propanyl)-2-furansulfonamide"
19038234,Autistic Disorder,"N-(1-(2,3-dihydro(1,4)dioxin-5-yl)piperidi-4-yl)indan-2-ylamine"
11814262,Autistic Disorder,N1-(2-aminophenyl)-N8-phenyloctanediamide
20375269,Autistic Disorder,N1-(2-aminophenyl)-N8-phenyloctanediamide
18207134,Autistic Disorder,"N-(1-(3,4-difluorobenzyl)piperidin-4-yl)-6-(trifluoromethyl)pyridazin-3-amine"
15830322,Autistic Disorder,"N-(1,3-dimethylbutyl)-N'-phenyl-1,4-phenylenediamine"
27082637,Autistic Disorder,"N-(1,3-dimethylbutyl)-N'-phenyl-1,4-phenylenediamine"
11354825,Autistic Disorder,"N-(1,3-dimethylbutyl)-N'-phenyl-1,4-phenylenediamine"
17221838,Autistic Disorder,"N-(1,3-dimethylbutyl)-N'-phenyl-1,4-phenylenediamine"
8071957,Autistic Disorder,"N-(1,3-dimethylbutyl)-N'-phenyl-1,4-phenylenediamine"
11814262,Autistic Disorder,"N-(1,3-dimethylbutyl)-N'-phenyl-1,4-phenylenediamine"
20375269,Autistic Disorder,"N-(1,3-dimethylbutyl)-N'-phenyl-1,4-phenylenediamine"
15694999,Autistic Disorder,"N-(1,3-dimethylbutyl)-N'-phenyl-1,4-phenylenediamine"
20452682,Autistic Disorder,"N-(1,3-dimethylbutyl)-N'-phenyl-1,4-phenylenediamine"
16754686,Autistic Disorder,"N-(1,3-dimethylbutyl)-N'-phenyl-1,4-phenylenediamine"
15205966,Autistic Disorder,"N-(1,3-dimethylbutyl)-N'-phenyl-1,4-phenylenediamine"
20957522,Autistic Disorder,"N-(1,3-dimethylbutyl)-N'-phenyl-1,4-phenylenediamine"
21114665,Autistic Disorder,"N-(1,3-dimethylbutyl)-N'-phenyl-1,4-phenylenediamine"
17353214,Autistic Disorder,"N-(1,3-dimethylbutyl)-N'-phenyl-1,4-phenylenediamine"
18435417,Autistic Disorder,"N-(1,3-dimethylbutyl)-N'-phenyl-1,4-phenylenediamine"
17404132,Autistic Disorder,"N-(1,3-dimethylbutyl)-N'-phenyl-1,4-phenylenediamine"
19184136,Autistic Disorder,"N-(1,3-dimethylbutyl)-N'-phenyl-1,4-phenylenediamine"
17376794,Autistic Disorder,"N-(1,3-dimethylbutyl)-N'-phenyl-1,4-phenylenediamine"
16289943,Autistic Disorder,"N-(1,3-dimethylbutyl)-N'-phenyl-1,4-phenylenediamine"
19365831,Autistic Disorder,"N-(1,3-dimethylbutyl)-N'-phenyl-1,4-phenylenediamine"
18090323,Autistic Disorder,"N-(1,3-dimethylbutyl)-N'-phenyl-1,4-phenylenediamine"
17509538,Autistic Disorder,"N-(1,3-dimethylbutyl)-N'-phenyl-1,4-phenylenediamine"
14627686,Autistic Disorder,"N-(1,3-dimethylbutyl)-N'-phenyl-1,4-phenylenediamine"
15301788,Autistic Disorder,"N-(1,3-dimethylbutyl)-N'-phenyl-1,4-phenylenediamine"
19360663,Autistic Disorder,"N-(1,3-dimethylbutyl)-N'-phenyl-1,4-phenylenediamine"
21328570,Autistic Disorder,"N-(1,3-dimethylbutyl)-N'-phenyl-1,4-phenylenediamine"
18207134,Autistic Disorder,"N-(1,3-dimethylbutyl)-N'-phenyl-1,4-phenylenediamine"
21091464,Autistic Disorder,"N-(1,3-dimethylbutyl)-N'-phenyl-1,4-phenylenediamine"
18579107,Autistic Disorder,"N-(1,3-dimethylbutyl)-N'-phenyl-1,4-phenylenediamine"
17290275,Autistic Disorder,"N-(1,3-dimethylbutyl)-N'-phenyl-1,4-phenylenediamine"
18270976,Autistic Disorder,"N-(1,3-dimethylbutyl)-N'-phenyl-1,4-phenylenediamine"
16917939,Autistic Disorder,"N-(1,3-dimethylbutyl)-N'-phenyl-1,4-phenylenediamine"
20468076,Autistic Disorder,"N-(1,3-dimethylbutyl)-N'-phenyl-1,4-phenylenediamine"
11543639,Autistic Disorder,"N-(1,3-dimethylbutyl)-N'-phenyl-1,4-phenylenediamine"
19404257,Autistic Disorder,"N-(1,3-dimethylbutyl)-N'-phenyl-1,4-phenylenediamine"
20609483,Autistic Disorder,"N-(1,3-dimethylbutyl)-N'-phenyl-1,4-phenylenediamine"
15830322,Autistic Disorder,"N-(1,3-dimethylbutyl)-N'-phenyl-p-phenylenediamine quinone"
17221838,Autistic Disorder,"N-(1,3-dimethylbutyl)-N'-phenyl-p-phenylenediamine quinone"
8071957,Autistic Disorder,"N-(1,3-dimethylbutyl)-N'-phenyl-p-phenylenediamine quinone"
16754686,Autistic Disorder,"N-(1,3-dimethylbutyl)-N'-phenyl-p-phenylenediamine quinone"
20957522,Autistic Disorder,"N-(1,3-dimethylbutyl)-N'-phenyl-p-phenylenediamine quinone"
18821008,Autistic Disorder,"N-(1,3-dimethylbutyl)-N'-phenyl-p-phenylenediamine quinone"
17918742,Autistic Disorder,"N-(1,3-dimethylbutyl)-N'-phenyl-p-phenylenediamine quinone"
18435417,Autistic Disorder,"N-(1,3-dimethylbutyl)-N'-phenyl-p-phenylenediamine quinone"
17404132,Autistic Disorder,"N-(1,3-dimethylbutyl)-N'-phenyl-p-phenylenediamine quinone"
16360218,Autistic Disorder,"N-(1,3-dimethylbutyl)-N'-phenyl-p-phenylenediamine quinone"
8964908,Autistic Disorder,"N-(1,3-dimethylbutyl)-N'-phenyl-p-phenylenediamine quinone"
17509538,Autistic Disorder,"N-(1,3-dimethylbutyl)-N'-phenyl-p-phenylenediamine quinone"
18207134,Autistic Disorder,"N-(1,3-dimethylbutyl)-N'-phenyl-p-phenylenediamine quinone"
21091464,Autistic Disorder,"N-(1,3-dimethylbutyl)-N'-phenyl-p-phenylenediamine quinone"
18579107,Autistic Disorder,"N-(1,3-dimethylbutyl)-N'-phenyl-p-phenylenediamine quinone"
16360218,Autistic Disorder,N-(1-(7-fluoro-2-(pyridin-2-yl)quinolin-3-yl)ethyl)-9H-purin-6-amine
8964908,Autistic Disorder,N-(1-(7-fluoro-2-(pyridin-2-yl)quinolin-3-yl)ethyl)-9H-purin-6-amine
14627686,Autistic Disorder,N-(1-(7-fluoro-2-(pyridin-2-yl)quinolin-3-yl)ethyl)-9H-purin-6-amine
8964908,Autistic Disorder,N-(1-adamantyl)-1-pentylindazole-3-carboxamide
15046869,Autistic Disorder,"N-(1-azabicyclo(2.2.2)oct-3-yl)furo(2,3-c)pyridine-5-carboxamide"
18563708,Autistic Disorder,"N1-benzyl-4-methylbenzene-1,2-diamine"
19221690,Autistic Disorder,N-(1-fluoro-3-phenylpropan-2-yl)-N-methylprop-2-yn-1-amine
11814262,Autistic Disorder,N-(1-methyl-5-indolyl)-N'-(3-methyl-5-isothiazolyl)urea
20375269,Autistic Disorder,N-(1-methyl-5-indolyl)-N'-(3-methyl-5-isothiazolyl)urea
30559488,Autistic Disorder,N-(1-methyl-5-indolyl)-N'-(3-methyl-5-isothiazolyl)urea
15301788,Autistic Disorder,N-(1-methyl-5-indolyl)-N'-(3-methyl-5-isothiazolyl)urea
18563708,Autistic Disorder,"N-(1-methylethyl)-1,1,2-trimethylpropylamine"
18579107,Autistic Disorder,"N-(1-methylethyl)-1,1,2-trimethylpropylamine"
18579107,Autistic Disorder,N(1)-methylnicotinamide
15046869,Autistic Disorder,"N-(2-(1,1'-bicyclopropyl)-2-ylphenyl)-3-(difluoromethyl)-1-methyl-1H-pyrazole-4-carboxamide"
16472391,Autistic Disorder,"N-(2-(1,1'-bicyclopropyl)-2-ylphenyl)-3-(difluoromethyl)-1-methyl-1H-pyrazole-4-carboxamide"
33310825,Autistic Disorder,"N-(2-(1,1'-bicyclopropyl)-2-ylphenyl)-3-(difluoromethyl)-1-methyl-1H-pyrazole-4-carboxamide"
16721604,Autistic Disorder,"N-(2-(1,1'-bicyclopropyl)-2-ylphenyl)-3-(difluoromethyl)-1-methyl-1H-pyrazole-4-carboxamide"
16724005,Autistic Disorder,"N-(2-(1,1'-bicyclopropyl)-2-ylphenyl)-3-(difluoromethyl)-1-methyl-1H-pyrazole-4-carboxamide"
17203304,Autistic Disorder,"N-(2-(1,1'-bicyclopropyl)-2-ylphenyl)-3-(difluoromethyl)-1-methyl-1H-pyrazole-4-carboxamide"
35982159,Autistic Disorder,"N-(2-(1,1'-bicyclopropyl)-2-ylphenyl)-3-(difluoromethyl)-1-methyl-1H-pyrazole-4-carboxamide"
19267885,Autistic Disorder,"N-(2-(1,1'-bicyclopropyl)-2-ylphenyl)-3-(difluoromethyl)-1-methyl-1H-pyrazole-4-carboxamide"
15389774,Autistic Disorder,"N-(2-(1,1'-bicyclopropyl)-2-ylphenyl)-3-(difluoromethyl)-1-methyl-1H-pyrazole-4-carboxamide"
18090323,Autistic Disorder,"N-(2-(1,1'-bicyclopropyl)-2-ylphenyl)-3-(difluoromethyl)-1-methyl-1H-pyrazole-4-carboxamide"
17264841,Autistic Disorder,"N-(2-(1,1'-bicyclopropyl)-2-ylphenyl)-3-(difluoromethyl)-1-methyl-1H-pyrazole-4-carboxamide"
16027737,Autistic Disorder,"N-(2-(1,1'-bicyclopropyl)-2-ylphenyl)-3-(difluoromethyl)-1-methyl-1H-pyrazole-4-carboxamide"
16297937,Autistic Disorder,"N-(2-(1,1'-bicyclopropyl)-2-ylphenyl)-3-(difluoromethyl)-1-methyl-1H-pyrazole-4-carboxamide"
22490277,Autistic Disorder,"N-(2-(1,1'-bicyclopropyl)-2-ylphenyl)-3-(difluoromethyl)-1-methyl-1H-pyrazole-4-carboxamide"
20375269,Autistic Disorder,"N-(2-(1,1'-bicyclopropyl)-2-ylphenyl)-3-(difluoromethyl)-1-methyl-1H-pyrazole-4-carboxamide"
21359227,Autistic Disorder,"N-(2-(1,1'-bicyclopropyl)-2-ylphenyl)-3-(difluoromethyl)-1-methyl-1H-pyrazole-4-carboxamide"
19360663,Autistic Disorder,"N-(2-(1,1'-bicyclopropyl)-2-ylphenyl)-3-(difluoromethyl)-1-methyl-1H-pyrazole-4-carboxamide"
16917939,Autistic Disorder,"N-(2-(1,1'-bicyclopropyl)-2-ylphenyl)-3-(difluoromethyl)-1-methyl-1H-pyrazole-4-carboxamide"
20468076,Autistic Disorder,"N-(2-(1,1'-bicyclopropyl)-2-ylphenyl)-3-(difluoromethyl)-1-methyl-1H-pyrazole-4-carboxamide"
16139734,Autistic Disorder,"N-(2-(1,1'-bicyclopropyl)-2-ylphenyl)-3-(difluoromethyl)-1-methyl-1H-pyrazole-4-carboxamide"
14639049,Autistic Disorder,"N-(2-(1,1'-bicyclopropyl)-2-ylphenyl)-3-(difluoromethyl)-1-methyl-1H-pyrazole-4-carboxamide"
15205966,Autistic Disorder,"N-(2-(1,1'-bicyclopropyl)-2-ylphenyl)-3-(difluoromethyl)-1-methyl-1H-pyrazole-4-carboxamide"
15205966,Autistic Disorder,"N-(2-(2-(2-aminoethoxy)ethoxy)ethyl)-N-butyl-6-decyl-1,3,5-triazine-2,4-diamine"
30559488,Autistic Disorder,"N-(2-(3,4-Dichlorphenyl)ethyl)-N,N',N'-trimethyl-1,2-ethandiamin"
19167832,Autistic Disorder,"N-(2,3-dichloro-4-hydroxyphenyl)-1-methylcyclohexanecarboxamide"
11814262,Autistic Disorder,"N-(2,3-dichloro-4-hydroxyphenyl)-1-methylcyclohexanecarboxamide"
20375269,Autistic Disorder,"N-(2,3-dichloro-4-hydroxyphenyl)-1-methylcyclohexanecarboxamide"
15205966,Autistic Disorder,"N-(2,3-dichloro-4-hydroxyphenyl)-1-methylcyclohexanecarboxamide"
18348195,Autistic Disorder,"N-(2,3-dichloro-4-hydroxyphenyl)-1-methylcyclohexanecarboxamide"
11496368,Autistic Disorder,"N-(2,3-dichloro-4-hydroxyphenyl)-1-methylcyclohexanecarboxamide"
18759867,Autistic Disorder,"N-(2,3-dichloro-4-hydroxyphenyl)-1-methylcyclohexanecarboxamide"
19211884,Autistic Disorder,"N-(2,3-dichloro-4-hydroxyphenyl)-1-methylcyclohexanecarboxamide"
19265751,Autistic Disorder,"N-(2,3-dichloro-4-hydroxyphenyl)-1-methylcyclohexanecarboxamide"
18579107,Autistic Disorder,"N-(2,3-dichloro-4-hydroxyphenyl)-1-methylcyclohexanecarboxamide"
8964908,Autistic Disorder,N-(2-(3H-indol-3-yl)ethyl)-9-isopropyl-2-(5-methyl-3-pyridyl)purin-6-amine
11814262,Autistic Disorder,N-(2-(4-(2-methoxyphenyl)-1-piperazinyl)ethyl)-N-(2-pyridinyl)cyclohexanecarboxamide
20375269,Autistic Disorder,N-(2-(4-(2-methoxyphenyl)-1-piperazinyl)ethyl)-N-(2-pyridinyl)cyclohexanecarboxamide
17547689,Autistic Disorder,N-(2-(4-(2-methoxyphenyl)-1-piperazinyl)ethyl)-N-(2-pyridinyl)cyclohexanecarboxamide
19038234,Autistic Disorder,N-(2-(4-(2-methoxyphenyl)-1-piperazinyl)ethyl)-N-(2-pyridinyl)cyclohexanecarboxamide
16360218,Autistic Disorder,N-(2-(4-(2-methoxyphenyl)-1-piperazinyl)ethyl)-N-(2-pyridinyl)cyclohexanecarboxamide
8964908,Autistic Disorder,N-(2-(4-(2-methoxyphenyl)-1-piperazinyl)ethyl)-N-(2-pyridinyl)cyclohexanecarboxamide
30559488,Autistic Disorder,N-(2-(4-(2-methoxyphenyl)-1-piperazinyl)ethyl)-N-(2-pyridinyl)cyclohexanecarboxamide
18579107,Autistic Disorder,N-(2-(4-(2-methoxyphenyl)-1-piperazinyl)ethyl)-N-(2-pyridinyl)cyclohexanecarboxamide
12579522,Autistic Disorder,N-(2-(4-bromocinnamylamino)ethyl)-5-isoquinolinesulfonamide
17349978,Autistic Disorder,N-(2-(4-bromocinnamylamino)ethyl)-5-isoquinolinesulfonamide
20662941,Autistic Disorder,N-(2-(4-bromocinnamylamino)ethyl)-5-isoquinolinesulfonamide
11357950,Autistic Disorder,N-(2-(4-bromocinnamylamino)ethyl)-5-isoquinolinesulfonamide
21359227,Autistic Disorder,N-(2-(4-bromocinnamylamino)ethyl)-5-isoquinolinesulfonamide
18205172,Autistic Disorder,N-(2-(4-bromocinnamylamino)ethyl)-5-isoquinolinesulfonamide
17626784,Autistic Disorder,N-(2-(4-bromocinnamylamino)ethyl)-5-isoquinolinesulfonamide
19195803,Autistic Disorder,N-(2-(4-bromocinnamylamino)ethyl)-5-isoquinolinesulfonamide
16360218,Autistic Disorder,N-(2-(4-bromocinnamylamino)ethyl)-5-isoquinolinesulfonamide
8964908,Autistic Disorder,N-(2-(4-bromocinnamylamino)ethyl)-5-isoquinolinesulfonamide
17347881,Autistic Disorder,N-(2-(4-bromocinnamylamino)ethyl)-5-isoquinolinesulfonamide
30559488,Autistic Disorder,N-(2-(4-bromocinnamylamino)ethyl)-5-isoquinolinesulfonamide
16289943,Autistic Disorder,N-(2-(4-bromocinnamylamino)ethyl)-5-isoquinolinesulfonamide
15301788,Autistic Disorder,N-(2-(4-bromocinnamylamino)ethyl)-5-isoquinolinesulfonamide
8570775,Autistic Disorder,N-(2-(4-bromocinnamylamino)ethyl)-5-isoquinolinesulfonamide
18579107,Autistic Disorder,N-(2-(4-bromocinnamylamino)ethyl)-5-isoquinolinesulfonamide
12732234,Autistic Disorder,N-(2-(4-bromocinnamylamino)ethyl)-5-isoquinolinesulfonamide
15206007,Autistic Disorder,N-(2-(4-bromocinnamylamino)ethyl)-5-isoquinolinesulfonamide
15272612,Autistic Disorder,N-(2-(4-bromocinnamylamino)ethyl)-5-isoquinolinesulfonamide
16168596,Autistic Disorder,N-(2-(4-bromocinnamylamino)ethyl)-5-isoquinolinesulfonamide
15768392,Autistic Disorder,N-(2-(4-bromocinnamylamino)ethyl)-5-isoquinolinesulfonamide
14627686,Autistic Disorder,N-(2-(4-bromocinnamylamino)ethyl)-5-isoquinolinesulfonamide
17521630,Autistic Disorder,N-(2-(4-bromocinnamylamino)ethyl)-5-isoquinolinesulfonamide
11814262,Autistic Disorder,"N-(2,4-dichloro-5-(4-(difluoromethyl)-4,5-dihydro-3-methyl-5-oxo-1H-1,2,4-triazol-1-yl)phenyl)methanesulfonamide"
20375269,Autistic Disorder,"N-(2,4-dichloro-5-(4-(difluoromethyl)-4,5-dihydro-3-methyl-5-oxo-1H-1,2,4-triazol-1-yl)phenyl)methanesulfonamide"
17521630,Autistic Disorder,N-(2-aminoethyl)-5-isoquinolinesulfonamide
27082637,Autistic Disorder,N-(2-cyclohexyloxy-4-nitrophenyl)methanesulfonamide
11814262,Autistic Disorder,N-(2-cyclohexyloxy-4-nitrophenyl)methanesulfonamide
20375269,Autistic Disorder,N-(2-cyclohexyloxy-4-nitrophenyl)methanesulfonamide
15205966,Autistic Disorder,N-(2-cyclohexyloxy-4-nitrophenyl)methanesulfonamide
15046869,Autistic Disorder,N-(2-cyclohexyloxy-4-nitrophenyl)methanesulfonamide
21359227,Autistic Disorder,N-(2-cyclohexyloxy-4-nitrophenyl)methanesulfonamide
19195803,Autistic Disorder,N-(2-cyclohexyloxy-4-nitrophenyl)methanesulfonamide
16360218,Autistic Disorder,N-(2-cyclohexyloxy-4-nitrophenyl)methanesulfonamide
8964908,Autistic Disorder,N-(2-cyclohexyloxy-4-nitrophenyl)methanesulfonamide
17347881,Autistic Disorder,N-(2-cyclohexyloxy-4-nitrophenyl)methanesulfonamide
30559488,Autistic Disorder,N-(2-cyclohexyloxy-4-nitrophenyl)methanesulfonamide
18563708,Autistic Disorder,N-(2-cyclohexyloxy-4-nitrophenyl)methanesulfonamide
8570775,Autistic Disorder,N-(2-cyclohexyloxy-4-nitrophenyl)methanesulfonamide
18579107,Autistic Disorder,N-(2-cyclohexyloxy-4-nitrophenyl)methanesulfonamide
8964908,Autistic Disorder,N2 Dental Cement
18579107,Autistic Disorder,N2 Dental Cement
11814262,Autistic Disorder,N-(2-(dimethylamino)ethyl)-2-aminothiazonaphthalimide
20375269,Autistic Disorder,N-(2-(dimethylamino)ethyl)-2-aminothiazonaphthalimide
19167832,Autistic Disorder,"N-(2-ethylhexyl)-5-norbornene-2,3-dicarboxamide"
16360218,Autistic Disorder,"N-((2-(hydroxyaminocarbonyl)methyl)-4-methylpentanoyl)-3-(2'-naphthyl)alanylalanine, 2-aminoethylamide"
8964908,Autistic Disorder,"N-((2-(hydroxyaminocarbonyl)methyl)-4-methylpentanoyl)-3-(2'-naphthyl)alanylalanine, 2-aminoethylamide"
30559488,Autistic Disorder,"N-((2-(hydroxyaminocarbonyl)methyl)-4-methylpentanoyl)-3-(2'-naphthyl)alanylalanine, 2-aminoethylamide"
18676531,Autistic Disorder,"N-((2-(hydroxyaminocarbonyl)methyl)-4-methylpentanoyl)-3-(2'-naphthyl)alanylalanine, 2-aminoethylamide"
11814262,Autistic Disorder,N-(2-hydroxypropyl)methacrylamide co-polymer-doxorubicin conjugate
20375269,Autistic Disorder,N-(2-hydroxypropyl)methacrylamide co-polymer-doxorubicin conjugate
15205966,Autistic Disorder,"N-(2-mercaptoethyl)-1,3-diaminopropane"
17404132,Autistic Disorder,"N-(2-mercaptoethyl)-1,3-diaminopropane"
16139734,Autistic Disorder,"N-(2-mercaptoethyl)-1,3-diaminopropane"
30559488,Autistic Disorder,"N-(2-methyl-4,5-bis(methylsulfonyl)benzoyl)guanidine"
8964908,Autistic Disorder,N'-(2-phenylallyl)hydrazine
19221690,Autistic Disorder,N-(2-propynyl)-2-(5-benzyloxy-indolyl) methylamine
16917939,Autistic Disorder,"N-(2-pyridone-6-yl)-N',N'-di-n-propylformamidine"
19167832,Autistic Disorder,N-(2(R)-2-(hydroxamidocarbonylmethyl)-4-methylpentanoyl)-L-tryptophan methylamide
30559488,Autistic Disorder,N-(2(R)-2-(hydroxamidocarbonylmethyl)-4-methylpentanoyl)-L-tryptophan methylamide
15301788,Autistic Disorder,N-(2(R)-2-(hydroxamidocarbonylmethyl)-4-methylpentanoyl)-L-tryptophan methylamide
19038234,Autistic Disorder,"N-(3-(2-dimethylamino)ethoxy-4-methoxyphenyl)-2'-methyl-4'-(5-methyl-1,2,4-oxadiazol-3-yl)-(1,1'-biphenyl)-4-carboxamide"
